childid,catholic,race,race_white,race_black,race_hispanic,race_asian,p5numpla,p5hmage,p5hdage,w3daded,w3momed,w3daded_hsb,w3momed_hsb,w3momscr,w3dadscr,w3inccat,w3income,w3povrty,p5fstamp,c5r2mtsc,c5r2mtsc_std
0015006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,55,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,38.18,35.92,"$35,001 TO $40,000",37500.5,0,0,52.727,0.228619797
0015007C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,30,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,1,1,44.301,-0.638780846
0015009C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.444,-1.035833336
0015010C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,35,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,38.18,NA,"$20,001 TO $25,000",22500.5,0,0,62.417,1.226140831
0015014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,36,SOME COLLEGE,BACHELOR'S DEGREE,0,0,59,48.69,"$50,001 TO $75,000",62500.5,0,0,51.634,0.116102718
0015017C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.624,-2.355567047
0015019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,38,SOME COLLEGE,BACHELOR'S DEGREE,0,0,34.95,29.6,"$35,001 TO $40,000",37500.5,0,0,61.212,1.102094098
0015020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,54,"MASTER'S DEGREE (MA, MS)",GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,0,0,34.95,38.18,"$35,001 TO $40,000",37500.5,0,0,53.151,0.272267776
0015021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,46,HIGH SCHOOL DIPLOMA/EQUIVALENT,9TH - 12TH GRADE,1,1,NA,34.95,"$10,001 TO $15,000",12500.5,1,0,24.674,-2.659249921
0015022C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.809,-1.924749139
0015023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,35.92,NA,"$5,001 TO $10,000",7500.5,1,0,38.32,-1.254485006
0015024C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.187,-0.444629694
0015025C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,39,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,NA,NA,"$10,001 TO $15,000",12500.5,1,1,51.874,0.140809122
0015026C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,63.43,52.54,"$40,001 TO $50,000",45000.5,0,0,59.455,0.921222637
0016001C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,38,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,33.42,NA,"$5,001 TO $10,000",7500.5,1,1,61.443,1.125874011
0016004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,35.78,35.92,"$25,001 TO $30,000",27500.5,0,0,35.856,-1.508137413
0016008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,9TH - 12TH GRADE,1,1,35.63,29.6,"$15,001 TO $20,000",17500.5,1,1,21.748,-2.960462155
0016009C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,38,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,53.5,35.92,"$35,001 TO $40,000",37500.5,0,0,31.317,-1.975397266
0020001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,36,VOC/TECH PROGRAM,VOC/TECH PROGRAM,1,1,34.95,39.2,"$40,001 TO $50,000",45000.5,0,0,41.462,-0.931037009
0020002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,33,BACHELOR'S DEGREE,SOME COLLEGE,0,0,NA,35.63,"$40,001 TO $50,000",45000.5,0,0,48.042,-0.253669785
0020003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,50,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,38.18,39.2,"$35,001 TO $40,000",37500.5,0,0,56.234,0.589642115
0020004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,35.92,35.92,"$50,001 TO $75,000",62500.5,0,0,35.787,-1.515240504
0020005C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.885,-0.26983189
0020006C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.816,-0.585765023
0020007C,0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,38,45,SOME COLLEGE,SOME COLLEGE,0,0,38.18,39.2,"$25,001 TO $30,000",27500.5,0,0,51.123,0.063498668
0020008C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.95,-0.880800656
0020010C,0,ASIAN,0,0,0,1,1,51,53,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,34.95,53.5,"$30,001 TO $35,000",32500.5,0,0,52.439,0.198972113
0020013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,49,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,29.6,"$35,001 TO $40,000",37500.5,0,0,42.188,-0.856300139
0020014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,64.89,52.54,"$75,001 TO $100,000",87500.5,0,0,57.169,0.685894145
0020016C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.051,-0.973346725
0020018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,1,0,63.43,35.63,"$75,001 TO $100,000",87500.5,0,0,21.812,-2.953873781
0020019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,38.18,NA,"$15,001 TO $20,000",17500.5,1,0,61.107,1.091285046
0020020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,NA,"$20,001 TO $25,000",22500.5,1,0,52.852,0.241487715
0020022C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,41,47,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,34.95,39.2,"$25,001 TO $30,000",27500.5,0,0,54.58,0.419373819
0020024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,26,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.18,"$50,001 TO $75,000",62500.5,0,0,34.803,-1.616536758
0021001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,53.5,"$5,001 TO $10,000",7500.5,1,0,48.624,-0.193756757
0021002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,58,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.18,"$30,001 TO $35,000",32500.5,0,0,50.647,0.014497635
0022001C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.337,-0.943904927
0022002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,44,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,SOME COLLEGE,0,0,NA,53.5,"$75,001 TO $100,000",87500.5,0,0,42.703,-0.803284315
0022003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,NA,29.6,"$25,001 TO $30,000",27500.5,0,0,38.504,-1.23554343
0022004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,53,59,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,53.5,"$35,001 TO $40,000",37500.5,0,0,34.102,-1.688700044
0022005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,0,0,NA,53.5,"$30,001 TO $35,000",32500.5,0,0,51.74,0.127014713
0022006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,40,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,53.5,34.95,"$40,001 TO $50,000",45000.5,0,0,50.852,0.035601021
0022007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,35.92,"$20,001 TO $25,000",22500.5,0,0,31.071,-2.000721329
0022008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,37.67,"$15,001 TO $20,000",17500.5,1,0,52.024,0.156250624
0022009C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,29,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,NA,NA,"$10,001 TO $15,000",12500.5,1,1,47.437,-0.31595051
0022010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,45,VOC/TECH PROGRAM,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,1,0,63.43,NA,"$20,001 TO $25,000",22500.5,1,0,41.155,-0.962640617
0022012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,30,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,39.18,"$35,001 TO $40,000",37500.5,0,0,40.054,-1.075981242
0022013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,44,SOME COLLEGE,SOME COLLEGE,0,0,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,57.386,0.708232851
0022014C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,34,35,SOME COLLEGE,VOC/TECH PROGRAM,0,1,38.18,59,"$35,001 TO $40,000",37500.5,0,0,50.929,0.043527659
0022016C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,39,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,63.43,39.18,"$100,001 TO $200,000",150000.5,0,0,36.914,-1.399223352
0022017C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,32,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,53.5,39.18,"$75,001 TO $100,000",87500.5,0,0,44.647,-0.603162448
0022018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,42,BACHELOR'S DEGREE,SOME COLLEGE,0,0,38.18,37.67,"$20,001 TO $25,000",22500.5,1,1,60.34,1.012327499
0022019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,72.1,NA,"$30,001 TO $35,000",32500.5,0,0,54.939,0.456330481
0022020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,30,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,34.95,29.6,"$25,001 TO $30,000",27500.5,0,0,32.76,-1.826850016
0022023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,NOT APPLICABLE,VOC/TECH PROGRAM,NA,1,57.83,NA,"$10,001 TO $15,000",12500.5,1,0,59.553,0.931311085
0022024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,48,BACHELOR'S DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,77.5,64.89,"$100,001 TO $200,000",150000.5,0,0,55.206,0.483816355
0023001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,39.2,39.2,"$25,001 TO $30,000",27500.5,0,0,55.026,0.465286552
0023002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,40,9TH - 12TH GRADE,NOT APPLICABLE,1,NA,NA,39.2,"$30,001 TO $35,000",32500.5,0,0,40.834,-0.995685431
0023003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,41,SOME COLLEGE,BACHELOR'S DEGREE,0,0,35.78,35.78,"$75,001 TO $100,000",87500.5,0,0,55.98,0.563494505
0023005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,37,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,NOT APPLICABLE,0,NA,NA,34.95,"$35,001 TO $40,000",37500.5,0,0,50.174,-0.034194568
0023006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.18,"$35,001 TO $40,000",37500.5,0,0,34.321,-1.666155451
0023007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,35.78,38.18,"$50,001 TO $75,000",62500.5,0,0,47.631,-0.2959795
0023010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,50,SOME COLLEGE,BACHELOR'S DEGREE,0,0,63.43,34.95,"$35,001 TO $40,000",37500.5,0,0,45.424,-0.523175467
0023011C,0,"WHITE, NON-HISPANIC",1,0,0,0,3,33,33,9TH - 12TH GRADE,SOME COLLEGE,1,0,34.95,39.2,"$35,001 TO $40,000",37500.5,0,0,52.562,0.211634145
0023012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,46,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,38.18,64.89,"$50,001 TO $75,000",62500.5,0,0,56.549,0.62206927
0023013C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.115,-0.554984962
0023015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,53.5,35.92,"$50,001 TO $75,000",62500.5,0,0,64.18,1.407629952
0023016C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,39,SOME COLLEGE,BACHELOR'S DEGREE,0,0,59,34.95,"$75,001 TO $100,000",87500.5,0,0,58.489,0.821779363
0023017C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,61.56,NA,"$25,001 TO $30,000",27500.5,0,0,62.526,1.237361656
0023018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,53.5,NA,"$35,001 TO $40,000",37500.5,0,0,66.029,1.597972201
0023019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,35.63,"$10,001 TO $15,000",12500.5,1,1,53.478,0.305930251
0023020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,40,SOME COLLEGE,SOME COLLEGE,0,0,38.18,34.95,"$40,001 TO $50,000",45000.5,0,0,45.163,-0.550043681
0023021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,32,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.18,"$35,001 TO $40,000",37500.5,0,0,47.773,-0.281361545
0023022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,38.18,NA,"$30,001 TO $35,000",32500.5,0,0,55.631,0.527567277
0023023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,NOT APPLICABLE,1,NA,NA,35.63,"$20,001 TO $25,000",22500.5,0,0,52.007,0.154500587
0023024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,35.78,NA,"$15,001 TO $20,000",17500.5,0,1,28.757,-2.238932235
0023025C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,40,9TH - 12TH GRADE,NOT APPLICABLE,1,NA,NA,39.2,"$30,001 TO $35,000",32500.5,0,0,43.65,-0.705796965
0024001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,61.56,NA,"$40,001 TO $50,000",45000.5,0,0,54.484,0.409491258
0024004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,50,47,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,72.1,63.43,"$100,001 TO $200,000",150000.5,0,0,62.321,1.21625827
0024011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,24,24,SOME COLLEGE,SOME COLLEGE,0,0,34.95,53.5,"$25,001 TO $30,000",27500.5,0,0,49.671,-0.085975072
0025001C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,41,DOCTORATE OR PROFESSIONAL DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,53.5,72.1,"$100,001 TO $200,000",150000.5,0,0,60.915,1.071519924
0025003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,38.18,NA,"$20,001 TO $25,000",22500.5,0,0,59.134,0.888177822
0025005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,44,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,63.43,64.89,"$75,001 TO $100,000",87500.5,0,0,56.559,0.623098703
0025007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,38,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,35.92,"$10,001 TO $15,000",12500.5,1,0,36.392,-1.452959779
0025009C,0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,3,30,34,SOME COLLEGE,SOME COLLEGE,0,0,NA,34.95,"$10,001 TO $15,000",12500.5,1,1,44.441,-0.624368778
0025011C,0,"WHITE, NON-HISPANIC",1,0,0,0,3,36,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,52.965,0.253120314
0025014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,34.95,NA,"$10,001 TO $15,000",12500.5,1,1,41.291,-0.948640321
0025016C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.077,0.058763274
0025018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,34,SOME COLLEGE,VOC/TECH PROGRAM,0,1,53.5,38.18,"$40,001 TO $50,000",45000.5,0,0,48.807,-0.174918124
0025020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,39,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,35.78,39.18,"$50,001 TO $75,000",62500.5,0,0,36.482,-1.443694878
0025021C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.759,-0.179859405
0025022C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,42,NA,NOT APPLICABLE,9TH - 12TH GRADE,NA,1,53.5,NA,"$5,001 TO $10,000",7500.5,1,1,44.977,-0.569191144
0025023C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.058,0.159750698
0025024C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.297,-2.698059563
0026001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,48.69,NA,"$40,001 TO $50,000",45000.5,0,0,52.731,0.22903157
0026002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,44,SOME COLLEGE,NOT APPLICABLE,0,NA,NA,64.89,"$35,001 TO $40,000",37500.5,0,0,47.643,-0.29474418
0026005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,52.54,35.63,"$40,001 TO $50,000",45000.5,0,0,74.248,2.444063571
0026006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,29,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,35.92,"$15,001 TO $20,000",17500.5,1,0,53.845,0.343710459
0026007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,50,57,SOME COLLEGE,BACHELOR'S DEGREE,0,0,NA,38.18,"$30,001 TO $35,000",32500.5,0,0,43.467,-0.724635598
0026008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,41,SOME COLLEGE,"MASTER'S DEGREE (MA, MS)",0,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,57.313,0.700717987
0026010C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,52,BACHELOR'S DEGREE,NOT APPLICABLE,0,NA,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,55.619,0.526331957
0026011C,0,"WHITE, NON-HISPANIC",1,0,0,0,3,46,48,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,0,0,53.5,63.43,"$50,001 TO $75,000",62500.5,0,0,59.292,0.904442871
0026014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,41,SOME COLLEGE,SOME COLLEGE,0,0,38.18,39.2,"$40,001 TO $50,000",45000.5,0,0,50.512,0.000600283
0026015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,44,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.2,"$50,001 TO $75,000",62500.5,0,0,46.613,-0.400775828
0028001C,1,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,35,37,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,61.56,53.5,"$50,001 TO $75,000",62500.5,0,0,45.252,-0.540881723
0028002C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,45,46,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,0,0,77.5,77.5,"$50,001 TO $75,000",62500.5,0,0,58.224,0.794499376
0028003C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,38,38,BACHELOR'S DEGREE,SOME COLLEGE,0,0,38.18,39.2,"$50,001 TO $75,000",62500.5,0,0,57.484,0.718321299
0028004C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,46,51,VOC/TECH PROGRAM,SOME COLLEGE,1,0,NA,33.42,"$50,001 TO $75,000",62500.5,0,0,52.854,0.241693602
0028005C,1,"WHITE, NON-HISPANIC",1,0,0,0,2,32,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,57.327,0.702159194
0028006C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,46,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,0,0,38.18,77.5,"$50,001 TO $75,000",62500.5,0,0,47.66,-0.292994143
0028007C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,41,41,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,61.56,61.56,"$75,001 TO $100,000",87500.5,0,0,56.111,0.576980084
0028008C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.2,"$40,001 TO $50,000",45000.5,0,0,44.09,-0.660501893
0028009C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,38,45,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,63.43,64.89,"$75,001 TO $100,000",87500.5,0,0,55.635,0.52797905
0028010C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,45,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,63.43,59,"$50,001 TO $75,000",62500.5,0,0,63.876,1.376335174
0028011C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,53.5,38.18,"$40,001 TO $50,000",45000.5,0,0,41.28,-0.949772698
0028012C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,44,42,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,61.56,53.5,"$100,001 TO $200,000",150000.5,0,0,59.532,0.929149274
0028013C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,48,45,SOME COLLEGE,"MASTER'S DEGREE (MA, MS)",0,0,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,56.14,0.579965441
0028014C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,33,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.2,"$50,001 TO $75,000",62500.5,0,0,52.433,0.198354453
0029002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,32,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,48.69,"$50,001 TO $75,000",62500.5,0,0,40.093,-1.071966451
0029003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,39,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,34.95,53.5,"$40,001 TO $50,000",45000.5,0,0,50.493,-0.001355641
0029004C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,49,46,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,61.56,35.63,"$50,001 TO $75,000",62500.5,0,0,60.809,1.060607929
